county	state	fips	state_code	deaths	deaths_age_adj	crude_rate	year	year_min	year_max	year_list
Colonial Heights city, VA	Virginia	51570	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Covington city, VA	Virginia	51580	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Danville city, VA	Virginia	51590	51	16	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Emporia city, VA	Virginia	51595	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Fairfax city, VA	Virginia	51600	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Falls Church city, VA	Virginia	51610	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Franklin city, VA	Virginia	51620	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Fredericksburg city, VA	Virginia	51630	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Galax city, VA	Virginia	51640	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hampton city, VA	Virginia	51650	51	42	5.1	5.0	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Harrisonburg city, VA	Virginia	51660	51	13	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hopewell city, VA	Virginia	51670	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Lexington city, VA	Virginia	51678	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Lynchburg city, VA	Virginia	51680	51	13	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Manassas city, VA	Virginia	51683	51	18	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Manassas Park city, VA	Virginia	51685	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Martinsville city, VA	Virginia	51690	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Newport News city, VA	Virginia	51700	51	68	6.2	6.2	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Norfolk city, VA	Virginia	51710	51	99	7.5	6.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Norton city, VA	Virginia	51720	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Petersburg city, VA	Virginia	51730	51	10	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Poquoson city, VA	Virginia	51735	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Portsmouth city, VA	Virginia	51740	51	44	8.1	7.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Radford city, VA	Virginia	51750	51	10	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Richmond city, VA	Virginia	51760	51	115	9.5	9.5	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Roanoke city, VA	Virginia	51770	51	48	8.5	8.3	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Salem city, VA	Virginia	51775	51	14	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Staunton city, VA	Virginia	51790	51	14	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Suffolk city, VA	Virginia	51800	51	22	4.6	4.4	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Virginia Beach city, VA	Virginia	51810	51	149	5.5	5.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Waynesboro city, VA	Virginia	51820	51	10	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Williamsburg city, VA	Virginia	51830	51	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Winchester city, VA	Virginia	51840	51	17	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Accomack County, VA	Virginia	51001	51	22	13.1	11.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Albemarle County, VA	Virginia	51003	51	24	3.8	3.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Alleghany County, VA	Virginia	51005	51	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Amelia County, VA	Virginia	51007	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Amherst County, VA	Virginia	51009	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Appomattox County, VA	Virginia	51011	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Arlington County, VA	Virginia	51013	51	73	4.6	5.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Augusta County, VA	Virginia	51015	51	40	9.6	9.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bath County, VA	Virginia	51017	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bedford County, VA	Virginia	51019	51	39	10.0	8.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bland County, VA	Virginia	51021	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Botetourt County, VA	Virginia	51023	51	16	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Brunswick County, VA	Virginia	51025	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Buchanan County, VA	Virginia	51027	51	44	33.2	32.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Buckingham County, VA	Virginia	51029	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Campbell County, VA	Virginia	51031	51	25	8.4	7.6	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Caroline County, VA	Virginia	51033	51	28	16.7	15.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Carroll County, VA	Virginia	51035	51	19	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Charles City County, VA	Virginia	51036	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Charlotte County, VA	Virginia	51037	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Chesterfield County, VA	Virginia	51041	51	224	11.4	11.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Clarke County, VA	Virginia	51043	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Craig County, VA	Virginia	51045	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Culpeper County, VA	Virginia	51047	51	73	26.4	24.6	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Cumberland County, VA	Virginia	51049	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Dickenson County, VA	Virginia	51051	51	33	38.4	36.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Dinwiddie County, VA	Virginia	51053	51	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Essex County, VA	Virginia	51057	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Fairfax County, VA	Virginia	51059	51	397	5.8	5.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Fauquier County, VA	Virginia	51061	51	68	18.2	16.6	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Floyd County, VA	Virginia	51063	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Fluvanna County, VA	Virginia	51065	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Franklin County, VA	Virginia	51067	51	42	15.0	12.4	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Frederick County, VA	Virginia	51069	51	84	18.0	16.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Giles County, VA	Virginia	51071	51	22	22.4	21.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Gloucester County, VA	Virginia	51073	51	31	16.3	13.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Goochland County, VA	Virginia	51075	51	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Grayson County, VA	Virginia	51077	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Greene County, VA	Virginia	51079	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Greensville County, VA	Virginia	51081	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Halifax County, VA	Virginia	51083	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Hanover County, VA	Virginia	51085	51	70	13.3	11.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Henrico County, VA	Virginia	51087	51	223	11.5	11.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Henry County, VA	Virginia	51089	51	42	14.5	13.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Highland County, VA	Virginia	51091	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Isle of Wight County, VA	Virginia	51093	51	18	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
James City County, VA	Virginia	51095	51	32	9.0	7.4	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
King and Queen County, VA	Virginia	51097	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
King George County, VA	Virginia	51099	51	31	21.0	20.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
King William County, VA	Virginia	51101	51	18	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lancaster County, VA	Virginia	51103	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lee County, VA	Virginia	51105	51	27	18.7	18.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Loudoun County, VA	Virginia	51107	51	117	5.5	5.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Louisa County, VA	Virginia	51109	51	20	11.1	9.6	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lunenburg County, VA	Virginia	51111	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Madison County, VA	Virginia	51113	51	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Mathews County, VA	Virginia	51115	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Mecklenburg County, VA	Virginia	51117	51	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Middlesex County, VA	Virginia	51119	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Montgomery County, VA	Virginia	51121	51	38	7.6	6.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Nelson County, VA	Virginia	51125	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
New Kent County, VA	Virginia	51127	51	13	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Northampton County, VA	Virginia	51131	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Northumberland County, VA	Virginia	51133	51	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Nottoway County, VA	Virginia	51135	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Orange County, VA	Virginia	51137	51	51	27.3	24.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Page County, VA	Virginia	51139	51	19	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Patrick County, VA	Virginia	51141	51	16	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Pittsylvania County, VA	Virginia	51143	51	28	9.4	7.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Powhatan County, VA	Virginia	51145	51	16	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Prince Edward County, VA	Virginia	51147	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Prince George County, VA	Virginia	51149	51	18	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Prince William County, VA	Virginia	51153	51	217	7.8	8.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Pulaski County, VA	Virginia	51155	51	34	17.3	16.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Rappahannock County, VA	Virginia	51157	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Richmond County, VA	Virginia	51159	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Roanoke County, VA	Virginia	51161	51	66	13.5	11.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Rockbridge County, VA	Virginia	51163	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Rockingham County, VA	Virginia	51165	51	22	5.2	4.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Russell County, VA	Virginia	51167	51	32	19.2	19.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Scott County, VA	Virginia	51169	51	12	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Shenandoah County, VA	Virginia	51171	51	42	17.5	16.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Smyth County, VA	Virginia	51173	51	18	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Southampton County, VA	Virginia	51175	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Spotsylvania County, VA	Virginia	51177	51	103	14.1	13.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Stafford County, VA	Virginia	51179	51	80	9.5	9.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Surry County, VA	Virginia	51181	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Sussex County, VA	Virginia	51183	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Tazewell County, VA	Virginia	51185	51	57	25.1	22.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Warren County, VA	Virginia	51187	51	55	24.4	23.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Washington County, VA	Virginia	51191	51	34	11.1	10.4	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Westmoreland County, VA	Virginia	51193	51	19	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Wise County, VA	Virginia	51195	51	57	24.8	23.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Wythe County, VA	Virginia	51197	51	32	18.8	18.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
York County, VA	Virginia	51199	51	28	7.5	7.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Alexandria city, VA	Virginia	51510	51	57	5.6	6.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bedford city, VA	Virginia	51515	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bristol city, VA	Virginia	51520	51	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Buena Vista city, VA	Virginia	51530	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Charlottesville city, VA	Virginia	51540	51	14	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Chesapeake city, VA	Virginia	51550	51	165	12.0	11.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Clifton Forge city, VA	Virginia	51560	51	Missing	Missing	Missing	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Colonial Heights city, VA	Virginia	51570	51	18	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Covington city, VA	Virginia	51580	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Danville city, VA	Virginia	51590	51	23	9.6	9.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Emporia city, VA	Virginia	51595	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Fairfax city, VA	Virginia	51600	51	19	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Falls Church city, VA	Virginia	51610	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Franklin city, VA	Virginia	51620	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Fredericksburg city, VA	Virginia	51630	51	29	18.3	17.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Galax city, VA	Virginia	51640	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Hampton city, VA	Virginia	51650	51	92	11.9	11.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Harrisonburg city, VA	Virginia	51660	51	15	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Hopewell city, VA	Virginia	51670	51	27	23.3	20.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lexington city, VA	Virginia	51678	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lynchburg city, VA	Virginia	51680	51	31	8.0	6.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Manassas city, VA	Virginia	51683	51	30	11.4	12.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Manassas Park city, VA	Virginia	51685	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Martinsville city, VA	Virginia	51690	51	18	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Newport News city, VA	Virginia	51700	51	126	12.3	11.6	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Norfolk city, VA	Virginia	51710	51	227	16.3	15.4	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Norton city, VA	Virginia	51720	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Petersburg city, VA	Virginia	51730	51	31	18.8	16.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Poquoson city, VA	Virginia	51735	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Portsmouth city, VA	Virginia	51740	51	93	16.4	16.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Radford city, VA	Virginia	51750	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Richmond city, VA	Virginia	51760	51	263	19.5	20.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Roanoke city, VA	Virginia	51770	51	112	19.3	18.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Salem city, VA	Virginia	51775	51	26	19.4	17.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Staunton city, VA	Virginia	51790	51	14	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Suffolk city, VA	Virginia	51800	51	33	6.3	6.3	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Virginia Beach city, VA	Virginia	51810	51	295	10.8	10.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Waynesboro city, VA	Virginia	51820	51	14	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Williamsburg city, VA	Virginia	51830	51	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Winchester city, VA	Virginia	51840	51	37	23.2	22.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Adams County, WA	Washington	53001	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Asotin County, WA	Washington	53003	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Benton County, WA	Washington	53005	53	38	4.2	4.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Chelan County, WA	Washington	53007	53	31	7.9	7.7	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Clallam County, WA	Washington	53009	53	47	13.6	11.8	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Clark County, WA	Washington	53011	53	140	6.2	6.3	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Columbia County, WA	Washington	53013	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Cowlitz County, WA	Washington	53015	53	73	13.1	12.9	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Douglas County, WA	Washington	53017	53	11	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Ferry County, WA	Washington	53019	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Franklin County, WA	Washington	53021	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Garfield County, WA	Washington	53023	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Grant County, WA	Washington	53025	53	41	9.9	8.8	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Grays Harbor County, WA	Washington	53027	53	38	9.6	9.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Island County, WA	Washington	53029	53	18	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Jefferson County, WA	Washington	53031	53	14	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
King County, WA	Washington	53033	53	823	7.1	7.8	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Kitsap County, WA	Washington	53035	53	76	5.2	5.3	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Kittitas County, WA	Washington	53037	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Klickitat County, WA	Washington	53039	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lewis County, WA	Washington	53041	53	33	8.3	7.8	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lincoln County, WA	Washington	53043	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Mason County, WA	Washington	53045	53	26	7.9	8.3	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Okanogan County, WA	Washington	53047	53	22	9.9	9.4	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Pacific County, WA	Washington	53049	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Pend Oreille County, WA	Washington	53051	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Pierce County, WA	Washington	53053	53	317	7.1	7.3	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
San Juan County, WA	Washington	53055	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Skagit County, WA	Washington	53057	53	55	8.7	8.6	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Skamania County, WA	Washington	53059	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Snohomish County, WA	Washington	53061	53	352	8.8	9.3	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Spokane County, WA	Washington	53063	53	308	12.0	12.0	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Stevens County, WA	Washington	53065	53	28	12.1	11.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Thurston County, WA	Washington	53067	53	76	5.5	5.8	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Wahkiakum County, WA	Washington	53069	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Walla Walla County, WA	Washington	53071	53	13	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Whatcom County, WA	Washington	53073	53	88	8.9	8.3	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Whitman County, WA	Washington	53075	53	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Yakima County, WA	Washington	53077	53	58	4.8	4.3	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
